Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCG18,OUT049,1720.1329345703125
FDK25,OUT018,2747.11474609375
FDH53,OUT049,1204.789794921875
DRI59,OUT018,3181.99658203125
FDA52,OUT046,2823.238037109375
FDT20,OUT010,-251.90008544921875
FDE36,OUT019,642.3900146484375
FDI24,OUT017,3048.682861328125
FDB28,OUT018,2590.445068359375
FDV11,OUT017,3048.682861328125
FDP01,OUT046,2244.026123046875
FDD34,OUT027,4027.02880859375
FDJ50,OUT027,1689.7408447265625
FDZ44,OUT013,1818.1759033203125
DRO59,OUT035,1282.9393310546875
DRB48,OUT045,652.1198120117188
FDR21,OUT018,2385.428466796875
NCE42,OUT010,828.0814208984375
FDO23,OUT046,1486.955078125
NCE30,OUT018,2980.79736328125
FDQ22,OUT035,686.29833984375
FDY01,OUT045,1888.888916015625
FDS08,OUT017,3057.006103515625
FDG28,OUT018,3033.106201171875
FDQ51,OUT018,671.3571166992188
FDB05,OUT017,4181.38623046875
FDO56,OUT049,1932.6192626953125
FDE02,OUT018,1276.4891357421875
FDN45,OUT017,3803.482421875
FDS09,OUT013,899.3638305664062
NCA54,OUT018,2410.082763671875
FDP09,OUT010,746.8051147460938
FDC53,OUT045,1555.8541259765625
NCM55,OUT017,3287.592041015625
FDL09,OUT018,2367.06396484375
FDA11,OUT019,289.5047912597656
FDA50,OUT045,1538.1015625
FDC23,OUT017,3159.863525390625
FDE22,OUT049,2498.51611328125
FDD23,OUT046,2994.73486328125
NCA29,OUT049,3029.092529296875
FDK38,OUT046,2273.572998046875
DRC13,OUT046,1927.1116943359375
NCP43,OUT049,3020.4560546875
FDX28,OUT049,1625.78369140625
FDF08,OUT049,1473.5870361328125
FDZ33,OUT046,2265.639892578125
FDD10,OUT049,2882.84423828125
FDO58,OUT017,2906.769775390625
FDI50,OUT017,4315.2021484375
FDO58,OUT045,2702.568115234375
FDX08,OUT013,2887.248291015625
NCK17,OUT010,-261.64556884765625
FDF39,OUT035,4391.64111328125
FDU45,OUT010,420.5352783203125
NCJ18,OUT018,1567.8154296875
DRC27,OUT019,343.08636474609375
DRC25,OUT035,1370.942138671875
FDU59,OUT035,2637.56005859375
FDU28,OUT035,3322.096435546875
NCP30,OUT046,685.0333251953125
FDB39,OUT018,762.5178833007812
FDE41,OUT013,1427.4527587890625
DRH11,OUT010,-140.08607482910156
FDA58,OUT045,3726.595947265625
FDU50,OUT046,1767.8001708984375
FDM34,OUT013,1991.2353515625
FDM44,OUT027,2731.1767578125
FDR39,OUT045,2828.583984375
FDM25,OUT045,2932.161376953125
FDQ49,OUT049,2461.92529296875
DRH25,OUT018,745.4447021484375
FDM09,OUT027,4407.45263671875
FDL44,OUT019,650.500732421875
NCR42,OUT018,590.8861694335938
DRL59,OUT046,964.5274658203125
FDX43,OUT013,2629.489501953125
DRK47,OUT010,949.7113647460938
FDU48,OUT018,1892.91845703125
FDY12,OUT045,767.952880859375
NCN43,OUT018,1744.8023681640625
NCM55,OUT018,2594.81201171875
FDQ21,OUT027,3368.723876953125
FDX13,OUT035,4424.77392578125
NCK30,OUT027,6223.32177734375
FDG20,OUT049,3037.81591796875
DRG27,OUT017,627.994873046875
FDY14,OUT018,4238.04541015625
FDP59,OUT035,1656.7337646484375
FDU60,OUT017,2966.338134765625
NCC18,OUT019,442.458984375
DRJ39,OUT017,3878.229248046875
FDS07,OUT049,1932.6192626953125
FDM08,OUT027,6172.396484375
FDP51,OUT045,2030.70458984375
FDU16,OUT035,1372.927490234375
FDH12,OUT013,1723.209228515625
DRE48,OUT010,923.957763671875
NCL42,OUT027,6137.21826171875
FDR21,OUT045,2923.2548828125
NCW29,OUT035,2205.138916015625
FDO11,OUT013,3916.935302734375
NCM31,OUT049,2121.624267578125
FDV35,OUT019,396.07244873046875
FDF58,OUT017,1009.418701171875
NCE43,OUT049,2820.464111328125
FDA02,OUT035,2458.0693359375
DRL37,OUT010,-252.92208862304688
FDR24,OUT018,1220.3387451171875
FDW59,OUT049,1365.9307861328125
FDS22,OUT049,719.1412353515625
FDW24,OUT017,786.74951171875
FDU24,OUT035,1596.520263671875
FDA21,OUT027,5074.248046875
FDH58,OUT027,2988.3818359375
FDW36,OUT018,1373.2972412109375
FDI45,OUT027,4716.2412109375
FDU01,OUT018,2700.920654296875
FDF35,OUT027,2680.434326171875
FDU43,OUT019,614.56884765625
FDE24,OUT019,523.3388671875
FDK50,OUT049,2807.934814453125
FDG31,OUT045,1052.7420654296875
FDC60,OUT045,1382.4608154296875
FDL36,OUT013,1512.010009765625
FDP21,OUT013,3098.284423828125
FDW16,OUT045,1416.926025390625
FDX02,OUT017,4092.2783203125
FDQ58,OUT027,3729.621337890625
FDT51,OUT046,1692.15625
FDD59,OUT049,1363.4154052734375
NCM42,OUT018,1442.6605224609375
FDA57,OUT018,587.473388671875
FDZ48,OUT035,1975.567138671875
FDE46,OUT045,2384.754150390625
NCZ30,OUT019,649.765380859375
FDB56,OUT017,3195.812744140625
FDA25,OUT027,2613.869873046875
FDD20,OUT013,2030.2275390625
FDL25,OUT013,1490.2335205078125
NCO18,OUT049,3029.092529296875
FDJ45,OUT017,689.391845703125
FDR12,OUT035,2947.49462890625
NCF19,OUT010,-191.4377899169922
FDK25,OUT046,2605.88623046875
NCR17,OUT046,1825.531494140625
FDC52,OUT046,2239.1640625
NCA54,OUT017,3164.846435546875
FDR45,OUT010,1322.7083740234375
NCM19,OUT049,1932.6192626953125
FDF39,OUT027,5238.2626953125
FDX23,OUT049,1590.5303955078125
FDD58,OUT027,2523.520751953125
FDX28,OUT013,1718.6236572265625
NCD31,OUT013,2646.801513671875
FDU57,OUT018,2165.2353515625
FDI27,OUT046,788.900390625
NCM42,OUT046,1652.4573974609375
FDD32,OUT027,2270.676513671875
FDI34,OUT013,3888.71240234375
NCM29,OUT049,2137.9482421875
FDG46,OUT018,1565.4473876953125
DRC01,OUT010,-240.56858825683594
FDB15,OUT027,5946.63427734375
NCA17,OUT027,3729.621337890625
FDF10,OUT046,2274.36328125
FDR26,OUT027,4560.4169921875
FDI02,OUT049,1946.46484375
NCM54,OUT010,463.85906982421875
FDF14,OUT013,2364.582763671875
FDJ33,OUT010,546.72412109375
FDM20,OUT035,4181.22265625
FDC03,OUT027,5328.638671875
NCX05,OUT046,1834.2548828125
NCM41,OUT027,2350.005859375
NCU29,OUT010,666.9154663085938
FDQ59,OUT017,1381.834228515625
FDH46,OUT010,256.451904296875
FDH09,OUT013,944.2015380859375
NCD06,OUT045,767.952880859375
FDC15,OUT035,2361.080078125
DRD37,OUT027,1373.8095703125
FDT28,OUT027,3729.621337890625
FDR28,OUT027,4027.02880859375
FDT38,OUT017,1369.550537109375
FDV34,OUT027,1994.2755126953125
FDY52,OUT035,1127.8056640625
FDB34,OUT013,1436.1761474609375
DRL23,OUT018,1415.224365234375
DRB24,OUT046,2265.639892578125
FDJ50,OUT046,975.00927734375
FDQ49,OUT035,2514.743408203125
FDP20,OUT035,2069.1865234375
FDV19,OUT027,3905.053955078125
NCR54,OUT045,3088.0146484375
FDO09,OUT010,838.2462768554688
FDS57,OUT018,1893.25732421875
FDN10,OUT049,1932.6192626953125
FDV23,OUT049,2078.64208984375
FDY28,OUT049,3668.675537109375
DRG51,OUT013,2620.32568359375
FDD45,OUT019,206.76722717285156
NCL18,OUT027,5410.76513671875
NCM29,OUT013,2058.966796875
FDF17,OUT027,5355.11376953125
FDE22,OUT017,2915.67626953125
FDQ22,OUT017,686.29833984375
FDS01,OUT013,2906.45361328125
FDW35,OUT027,1144.417236328125
FDJ33,OUT046,1927.1116943359375
NCF54,OUT035,3123.102294921875
FDE09,OUT013,1752.49560546875
NCE06,OUT045,2662.34423828125
DRH49,OUT049,1342.1317138671875
FDY43,OUT045,2752.016357421875
NCT05,OUT017,4214.04052734375
FDZ34,OUT045,3044.081298828125
FDL38,OUT017,1458.134521484375
FDZ31,OUT017,3199.213134765625
FDR14,OUT035,892.7881469726562
NCN54,OUT049,1204.789794921875
NCC42,OUT027,3519.262451171875
FDK08,OUT017,1697.060791015625
FDP59,OUT013,1636.121826171875
FDV22,OUT035,2634.27001953125
FDD33,OUT035,3745.893798828125
DRE60,OUT027,5750.91259765625
FDK52,OUT046,3847.899169921875
FDA02,OUT017,2458.0693359375
FDM56,OUT049,1752.16650390625
FDE57,OUT035,2196.41552734375
FDM32,OUT045,1157.4951171875
NCQ30,OUT027,3340.973876953125
FDQ27,OUT027,2629.57763671875
FDT60,OUT027,3340.973876953125
FDU43,OUT049,4075.687744140625
NCO55,OUT035,1743.8211669921875
FDG02,OUT045,3142.577880859375
FDJ28,OUT013,3055.091552734375
FDP40,OUT045,1755.62060546875
FDJ38,OUT045,3052.04052734375
NCC54,OUT017,3883.81689453125
NCZ41,OUT046,1918.2049560546875
FDK38,OUT019,570.2940063476562
FDU52,OUT013,2345.37744140625
FDC40,OUT046,1235.9560546875
NCR30,OUT017,1136.690673828125
NCN18,OUT017,1926.746826171875
FDB50,OUT035,1374.549560546875
FDG04,OUT013,3055.091552734375
FDR26,OUT035,3062.6259765625
NCT17,OUT018,2594.81201171875
FDX35,OUT027,5842.4990234375
FDS12,OUT046,1946.7281494140625
NCZ29,OUT027,3411.737548828125
FDB38,OUT010,533.2256469726562
FDP12,OUT013,768.20458984375
FDP22,OUT046,910.4754638671875
FDS26,OUT018,3247.509033203125
FDR52,OUT046,2982.35791015625
DRJ13,OUT046,2434.646728515625
FDU48,OUT027,3519.262451171875
FDE29,OUT035,958.27685546875
NCT29,OUT049,2078.64208984375
DRK37,OUT018,2832.483154296875
FDK55,OUT046,1319.1265869140625
FDR07,OUT046,1178.153564453125
FDO21,OUT027,6043.04736328125
FDK46,OUT049,4685.49658203125
FDB12,OUT045,1654.74853515625
FDT31,OUT027,5203.59716796875
FDJ33,OUT045,2021.981201171875
FDC26,OUT027,2680.099609375
NCQ02,OUT045,3079.291259765625
FDP08,OUT010,675.266845703125
FDB11,OUT027,5820.63427734375
FDV55,OUT013,2329.737060546875
FDW20,OUT049,1953.4168701171875
NCJ18,OUT019,535.23828125
FDC41,OUT018,1049.2637939453125
FDE14,OUT027,2621.032958984375
FDG35,OUT013,2812.53759765625
FDF45,OUT035,907.2874755859375
FDS19,OUT027,2270.676513671875
FDS58,OUT019,662.002197265625
FDA26,OUT017,4020.624267578125
FDM32,OUT049,1242.7811279296875
FDL45,OUT046,1955.4515380859375
FDZ55,OUT049,2627.239990234375
FDY37,OUT049,2164.617431640625
FDO46,OUT046,2982.35791015625
FDQ60,OUT046,1821.4222412109375
FDA19,OUT018,1979.869140625
FDL15,OUT046,2257.00341796875
FDM10,OUT018,2905.781005859375
NCL05,OUT017,661.2472534179688
DRK49,OUT010,-252.92208862304688
NCE18,OUT027,6215.0791015625
FDG40,OUT049,693.45458984375
DRI59,OUT045,3853.234375
FDK28,OUT035,4545.79931640625
NCD06,OUT019,-136.36358642578125
FDO11,OUT019,1022.4756469726562
FDK27,OUT046,1825.531494140625
FDT43,OUT027,1611.2479248046875
FDD38,OUT018,1401.69775390625
FDA16,OUT049,3737.07861328125
FDL14,OUT027,3748.82666015625
NCM17,OUT049,717.4217529296875
FDD20,OUT045,2030.70458984375
FDA40,OUT045,1368.842041015625
FDL43,OUT045,1294.37744140625
FDV15,OUT045,1654.74853515625
FDE52,OUT046,1410.1680908203125
NCL17,OUT010,666.9154663085938
NCJ31,OUT045,3737.44921875
FDR60,OUT045,1303.100830078125
NCA18,OUT035,1932.06982421875
FDS21,OUT027,1849.7008056640625
FDW09,OUT035,1391.3260498046875
FDL26,OUT035,2569.76025390625
FDS47,OUT018,1247.0909423828125
FDC39,OUT046,3233.172119140625
FDT51,OUT035,1823.0787353515625
FDK40,OUT035,4191.24560546875
NCG19,OUT045,3615.66748046875
FDZ07,OUT046,964.5274658203125
FDF08,OUT027,2479.35498046875
FDO04,OUT013,1031.1697998046875
FDK41,OUT018,1148.1583251953125
FDP15,OUT049,4187.4462890625
NCD43,OUT018,1397.681396484375
NCP18,OUT013,2338.37353515625
FDZ51,OUT046,1523.3416748046875
DRH13,OUT035,1756.260009765625
FDF38,OUT045,673.8505859375
NCI43,OUT045,759.0460815429688
FDM38,OUT027,1766.9964599609375
FDS03,OUT013,1169.72216796875
DRJ47,OUT017,3090.055419921875
FDT50,OUT010,173.761474609375
FDV02,OUT046,2796.76220703125
NCG18,OUT017,1776.9287109375
FDW52,OUT046,2582.791259765625
FDS40,OUT035,686.29833984375
FDN31,OUT017,3278.86865234375
FDA37,OUT045,2041.915771484375
FDA15,OUT046,3979.793701171875
FDL39,OUT046,2796.76220703125
FDJ53,OUT045,2021.981201171875
FDX22,OUT013,3650.261962890625
NCZ42,OUT045,3987.6630859375
FDD56,OUT027,4716.2412109375
FDD40,OUT017,3333.55859375
FDS50,OUT013,3683.40625
NCN14,OUT013,3073.93505859375
FDT15,OUT013,3055.091552734375
NCS18,OUT027,2601.82763671875
NCO26,OUT010,389.8271484375
FDF58,OUT018,828.006591796875
NCB19,OUT013,1405.468017578125
FDH26,OUT017,2167.161376953125
DRB24,OUT027,3729.621337890625
FDA49,OUT018,1141.0882568359375
FDB32,OUT045,1305.1466064453125
FDI36,OUT017,3409.8662109375
NCA17,OUT010,570.53173828125
FDH22,OUT013,1971.76953125
NCM26,OUT018,2121.729736328125
FDT15,OUT027,5074.248046875
FDB16,OUT018,1044.0308837890625
NCP54,OUT027,3340.973876953125
FDJ36,OUT013,1714.0784912109375
FDO28,OUT045,1906.5234375
FDU09,OUT013,1029.4503173828125
FDF29,OUT017,2165.633544921875
FDY08,OUT013,2058.966796875
DRJ59,OUT018,590.8861694335938
FDT23,OUT027,2141.327392578125
FDU15,OUT018,566.0588989257812
FDT47,OUT013,1659.3411865234375
FDI53,OUT019,670.1399536132812
FDR59,OUT018,3282.480712890625
FDD53,OUT035,678.87744140625
FDY51,OUT017,3816.1181640625
FDT04,OUT049,708.78076171875
FDU51,OUT049,3020.18603515625
FDG14,OUT035,2491.674072265625
NCU06,OUT045,4254.90673828125
DRG25,OUT046,2982.35791015625
DRH49,OUT035,1371.1868896484375
FDN15,OUT035,2205.138916015625
FDL43,OUT018,1046.8956298828125
NCT18,OUT049,3184.94580078125
NCB31,OUT013,3807.088623046875
FDK57,OUT035,1932.06982421875
FDY04,OUT019,642.3900146484375
NCP54,OUT046,1935.8350830078125
FDF41,OUT013,3415.539794921875
FDM01,OUT045,1689.5023193359375
FDW03,OUT045,1629.0067138671875
FDF28,OUT045,2030.70458984375
FDY37,OUT017,2225.232666015625
FDQ03,OUT017,4066.83642578125
FDP51,OUT027,3213.9462890625
FDJ40,OUT017,1798.694580078125
FDC32,OUT049,1482.1278076171875
DRI49,OUT027,2199.0888671875
NCW54,OUT017,931.5908203125
FDF09,OUT017,630.7630004882812
FDP45,OUT018,3159.1826171875
DRJ23,OUT018,2612.35498046875
FDS59,OUT017,1807.41796875
FDY08,OUT046,1986.2332763671875
FDX16,OUT049,2414.37890625
FDY16,OUT018,2561.3740234375
FDK32,OUT035,2500.24853515625
FDQ22,OUT013,783.53076171875
NCC31,OUT018,2183.03564453125
FDG58,OUT049,2470.831787109375
DRF48,OUT013,2980.35888671875
DRH36,OUT049,1220.8341064453125
NCR30,OUT035,1240.3021240234375
FDB03,OUT019,408.2145690917969
FDZ28,OUT027,3411.737548828125
FDR35,OUT017,3382.1162109375
DRD15,OUT027,5968.39111328125
FDJ33,OUT019,649.765380859375
FDA56,OUT010,546.72412109375
FDP56,OUT046,758.7230834960938
NCT30,OUT046,832.7212524414062
FDK15,OUT017,1644.9267578125
FDH44,OUT018,2022.085205078125
FDV01,OUT013,2348.412353515625
DRG03,OUT017,2460.990966796875
FDG50,OUT027,2369.211181640625
FDR16,OUT010,553.5722045898438
FDZ60,OUT046,1613.929443359375
DRG03,OUT045,2375.908203125
FDS56,OUT018,3082.00244140625
FDU33,OUT045,757.6116943359375
DRD27,OUT035,1633.92822265625
FDW22,OUT046,3756.80712890625
DRA24,OUT045,2702.568115234375
FDF38,OUT049,712.3425903320312
FDX48,OUT013,2329.737060546875
FDS58,OUT018,2324.890380859375
FDC32,OUT046,1453.908203125
NCQ29,OUT045,3668.1669921875
DRK39,OUT018,1113.6314697265625
NCS38,OUT017,1932.06982421875
DRO47,OUT013,1892.174072265625
DRG27,OUT027,1163.81982421875
FDC57,OUT027,5484.462890625
FDS55,OUT046,2261.53076171875
NCJ06,OUT018,1609.6201171875
FDO01,OUT019,603.5942993164062
NCM55,OUT045,3088.0146484375
FDC52,OUT049,2444.35595703125
FDQ15,OUT045,1043.669921875
NCT30,OUT027,1508.308837890625
NCR42,OUT027,1123.748779296875
FDD28,OUT035,976.720947265625
FDQ34,OUT049,1711.4095458984375
FDZ12,OUT027,3519.262451171875
DRE13,OUT019,213.67100524902344
NCN07,OUT019,631.21875
FDM28,OUT035,3140.462158203125
FDI10,OUT017,3048.682861328125
FDQ25,OUT013,2697.8251953125
FDA38,OUT010,1168.5784912109375
DRI13,OUT049,3716.441162109375
FDY20,OUT027,2479.35498046875
NCZ53,OUT035,3303.2529296875
NCM31,OUT013,2316.388916015625
DRB01,OUT017,3212.880859375
DRF37,OUT046,4075.522216796875
NCF42,OUT049,3037.81591796875
FDF16,OUT018,2111.904541015625
FDB41,OUT013,890.45703125
FDR34,OUT013,4002.787109375
FDR15,OUT018,2206.709716796875
NCV42,OUT019,514.85302734375
FDW51,OUT035,3806.06103515625
FDU36,OUT017,1622.9420166015625
FDX60,OUT049,1359.7618408203125
FDY03,OUT035,1940.793212890625
FDW55,OUT045,4316.2509765625
FDT01,OUT010,370.33642578125
FDG58,OUT013,2338.37353515625
FDK21,OUT017,4366.2216796875
NCS41,OUT019,383.6318054199219
FDS10,OUT045,3070.384765625
NCT53,OUT046,2542.81298828125
FDJ28,OUT018,2619.1962890625
FDX44,OUT045,1332.3687744140625
FDT20,OUT018,573.1047973632812
FDO44,OUT017,1758.0006103515625
NCX17,OUT049,3245.579345703125
FDY01,OUT017,1939.677490234375
FDJ12,OUT027,5786.47021484375
DRK35,OUT018,566.5020141601562
FDD47,OUT019,492.775390625
NCM53,OUT035,1734.9144287109375
FDO45,OUT013,1427.4527587890625
NCM42,OUT010,256.451904296875
FDE04,OUT046,2833.358154296875
NCI30,OUT027,5985.0810546875
FDZ19,OUT013,2865.263671875
FDW57,OUT013,2887.248291015625
FDA25,OUT013,1761.03369140625
FDT22,OUT046,955.8040771484375
FDP51,OUT013,1900.8974609375
FDD48,OUT027,2988.3818359375
FDY39,OUT035,3435.85888671875
FDO48,OUT010,1273.411865234375
FDD23,OUT027,5086.625
DRN35,OUT027,1123.748779296875
FDT01,OUT035,3691.286376953125
FDC20,OUT010,-90.95527648925781
DRJ35,OUT035,985.0345458984375
FDB32,OUT046,1452.95458984375
FDL24,OUT046,2814.5146484375
NCV42,OUT035,1952.3447265625
FDZ46,OUT046,1677.75
FDC15,OUT013,2229.956787109375
FDD08,OUT019,-150.4821319580078
FDY50,OUT049,1417.0067138671875
FDD36,OUT013,1892.174072265625
FDG57,OUT027,1611.2479248046875
FDL21,OUT018,587.7435302734375
FDN16,OUT027,2601.82763671875
FDJ09,OUT027,1373.8095703125
FDS01,OUT010,635.69580078125
FDV33,OUT017,4187.31982421875
DRE12,OUT017,1608.293212890625
FDR07,OUT013,1244.796142578125
FDP48,OUT010,967.1505737304688
NCB55,OUT035,927.9873046875
FDQ08,OUT013,1031.1697998046875
FDR34,OUT035,4315.67236328125
FDO33,OUT046,1834.2548828125
FDP13,OUT045,663.3309936523438
FDX12,OUT049,4070.660888671875
NCT06,OUT049,2797.369140625
FDR16,OUT019,713.2313232421875
FDE36,OUT046,2644.82421875
FDZ36,OUT049,3128.635498046875
FDV13,OUT045,1361.1859130859375
NCZ17,OUT035,653.1907958984375
FDU56,OUT045,3088.0146484375
FDM09,OUT035,3048.682861328125
FDV02,OUT017,3113.986328125
FDS34,OUT018,1513.3992919921875
FDA11,OUT049,1619.51904296875
FDP09,OUT017,4088.37353515625
FDB29,OUT027,2988.3818359375
FDT19,OUT017,3271.71728515625
DRH15,OUT017,638.3553466796875
FDY38,OUT046,3173.977783203125
FDF14,OUT027,3748.82666015625
FDN48,OUT010,186.4636993408203
FDQ12,OUT013,3920.4599609375
NCJ43,OUT045,2929.936767578125
FDE17,OUT019,523.3388671875
FDB05,OUT035,4275.8447265625
FDH10,OUT045,2498.906494140625
NCR06,OUT017,694.5382080078125
FDU32,OUT018,1744.8023681640625
FDD56,OUT049,3037.81591796875
FDO36,OUT018,2274.978515625
FDH16,OUT010,186.4636993408203
FDX10,OUT018,558.5731811523438
FDZ37,OUT017,1456.4150390625
FDU31,OUT010,713.9475708007812
DRC49,OUT049,2143.60888671875
FDL15,OUT045,2385.024169921875
FDN32,OUT019,411.3818359375
DRH59,OUT027,1994.2755126953125
NCU29,OUT049,2430.019287109375
FDR37,OUT019,411.3818359375
FDS14,OUT018,2304.232666015625
FDU02,OUT027,5674.58544921875
FDJ08,OUT035,3256.177734375
NCZ06,OUT045,3749.652099609375
FDO31,OUT049,1329.0537109375
FDH31,OUT018,1397.681396484375
FDS58,OUT017,2776.255126953125
NCA53,OUT027,1508.308837890625
FDF50,OUT046,3174.414306640625
NCW42,OUT049,3908.482177734375
NCQ17,OUT045,2393.66064453125
FDK51,OUT018,3174.919921875
NCW41,OUT010,534.1625366210938
NCR29,OUT017,931.5908203125
FDB08,OUT019,662.002197265625
FDA40,OUT027,2227.098876953125
FDL14,OUT018,2388.097412109375
FDB47,OUT046,3476.58984375
FDO03,OUT035,4233.345703125
DRK13,OUT019,256.3656005859375
FDX13,OUT010,1909.9471435546875
FDF52,OUT046,2982.35791015625
FDT11,OUT013,2980.35888671875
FDB08,OUT013,2513.145751953125
FDQ28,OUT018,2284.68798828125
FDD29,OUT045,4105.2958984375
NCQ29,OUT027,5682.19189453125
NCO02,OUT013,1162.71826171875
FDR56,OUT010,932.68115234375
NCM54,OUT049,2087.365478515625
FDP51,OUT035,1940.793212890625
FDT38,OUT013,1392.070068359375
FDZ20,OUT018,3350.6962890625
FDJ53,OUT013,1993.7542724609375
FDX13,OUT049,4276.84033203125
FDP58,OUT035,3742.194580078125
NCK31,OUT019,-106.8009033203125
FDA35,OUT018,1720.418212890625
FDV37,OUT018,2560.078369140625
NCO07,OUT027,5490.76953125
FDA20,OUT045,3031.704345703125
FDZ59,OUT035,2835.9453125
NCY17,OUT017,649.7454833984375
FDQ28,OUT035,2448.1142578125
FDV35,OUT017,2460.59033203125
FDQ36,OUT013,775.2085571289062
FDD34,OUT018,2364.469482421875
FDK51,OUT045,4274.869140625
FDV31,OUT035,3043.35986328125
FDR04,OUT035,1665.20166015625
FDR14,OUT049,921.2208862304688
DRC36,OUT010,616.4906005859375
FDE39,OUT019,623.2896118164062
FDP57,OUT049,1720.1329345703125
FDE57,OUT046,1986.2332763671875
NCN18,OUT046,1692.15625
NCQ05,OUT018,2157.544677734375
FDW47,OUT035,1985.2359619140625
FDV46,OUT035,2154.732177734375
NCP29,OUT045,1007.217041015625
FDE09,OUT018,1432.0721435546875
NCU06,OUT027,6213.2119140625
FDT19,OUT010,577.068359375
DRF15,OUT017,2434.968505859375
DRI51,OUT013,2660.867431640625
NCX54,OUT013,1705.3551025390625
DRE01,OUT013,3505.3408203125
NCB07,OUT045,3070.384765625
FDU50,OUT035,1874.3385009765625
FDG40,OUT035,677.574951171875
FDW10,OUT018,2317.03515625
FDX51,OUT013,3055.091552734375
NCP17,OUT045,1043.8353271484375
FDP21,OUT035,3346.44580078125
FDL04,OUT045,1645.841796875
FDV23,OUT013,1993.7542724609375
FDF24,OUT046,1346.4345703125
FDH56,OUT027,3117.73095703125
FDB51,OUT049,920.6709594726562
FDI58,OUT027,2523.520751953125
FDR20,OUT013,890.45703125
FDC51,OUT018,1718.326416015625
FDB16,OUT027,2200.623046875
FDE40,OUT049,929.9442749023438
NCM17,OUT035,677.157958984375
FDU56,OUT035,3339.726318359375
FDS32,OUT019,631.21875
FDX02,OUT049,3932.4130859375
FDT39,OUT027,3729.621337890625
FDE35,OUT017,914.9790649414062
NCI42,OUT019,910.9141235351562
DRL23,OUT046,1614.883056640625
FDA10,OUT046,1884.4744873046875
FDA11,OUT013,1613.464599609375
NCM06,OUT046,2272.643798828125
NCT05,OUT035,4316.24267578125
NCQ02,OUT010,923.957763671875
NCY06,OUT049,2146.671630859375
FDY56,OUT035,4118.75439453125
FDL02,OUT035,1754.748291015625
NCI06,OUT035,3131.73876953125
FDQ14,OUT045,2367.184814453125
FDQ12,OUT017,4233.345703125
FDP36,OUT046,832.7212524414062
FDK21,OUT027,6215.0791015625
FDO40,OUT045,2375.078125
NCK54,OUT019,542.6029663085938
FDY09,OUT018,2410.082763671875
NCW30,OUT049,4665.8251953125
NCC55,OUT027,1135.21923828125
FDE58,OUT018,1558.606201171875
FDR39,OUT013,3012.45458984375
FDU28,OUT049,3167.31591796875
FDH08,OUT017,4321.18994140625
FDG35,OUT045,2649.38037109375
FDG22,OUT049,702.177978515625
FDC34,OUT035,2521.5068359375
FDP15,OUT018,3160.897216796875
FDK34,OUT010,1322.7083740234375
FDU45,OUT035,1965.1773681640625
FDQ04,OUT027,1130.3515625
FDX22,OUT018,3199.839599609375
FDB45,OUT017,1577.5064697265625
NCH43,OUT027,5490.76953125
DRE60,OUT046,3349.982666015625
FDD17,OUT027,6177.16748046875
NCM54,OUT017,2141.249267578125
NCH55,OUT013,1975.02099609375
NCT06,OUT017,2924.399658203125
FDA48,OUT027,5538.33203125
FDY58,OUT027,6213.2119140625
FDO25,OUT045,3719.328125
FDN50,OUT045,1584.6712646484375
FDH35,OUT035,2861.985595703125
FDK09,OUT045,3853.69091796875
FDO16,OUT013,1390.4761962890625
FDW11,OUT045,1052.7420654296875
FDU47,OUT027,3547.012451171875
NCQ42,OUT010,365.755859375
FDK55,OUT027,2350.005859375
FDN08,OUT049,1984.2745361328125
FDT57,OUT045,3944.582275390625
FDJ12,OUT018,3058.21533203125
DRL59,OUT017,886.4884033203125
NCN53,OUT046,757.0007934570312
FDO51,OUT010,-283.6302795410156
FDK56,OUT017,3190.48974609375
FDY12,OUT035,902.1099243164062
FDU15,OUT035,677.574951171875
FDQ19,OUT046,3853.857421875
DRF15,OUT045,2325.50146484375
DRE25,OUT019,289.5047912597656
FDK57,OUT018,1513.6693115234375
FDD33,OUT010,831.5765380859375
FDR34,OUT027,6213.2119140625
FDU04,OUT045,2028.985107421875
FDE35,OUT019,-40.37194061279297
NCD31,OUT035,2915.67626953125
FDJ56,OUT035,1599.3463134765625
NCU53,OUT046,2542.81298828125
FDD39,OUT035,3871.474853515625
NCU17,OUT019,381.47760009765625
FDJ20,OUT046,1884.4744873046875
NCW41,OUT018,2336.3916015625
FDL52,OUT035,655.6844482421875
FDS39,OUT035,2192.306396484375
DRJ47,OUT045,2890.47802734375
FDP13,OUT010,-244.7508087158203
DRK39,OUT010,142.04110717773438
FDF28,OUT010,463.85906982421875
FDB09,OUT045,2030.70458984375
FDM51,OUT046,1539.818115234375
DRM49,OUT018,610.9381713867188
DRF23,OUT013,2375.066650390625
DRH01,OUT035,3031.281494140625
FDH12,OUT027,2601.82763671875
FDA28,OUT019,649.765380859375
FDW37,OUT018,1243.6741943359375
FDF02,OUT046,1659.4781494140625
DRL37,OUT046,727.2486572265625
NCF43,OUT046,1986.2332763671875
FDH08,OUT010,1446.59716796875
FDR34,OUT019,1012.3650512695312
NCK19,OUT049,3176.222412109375
NCD55,OUT018,587.7435302734375
FDT27,OUT049,3903.4091796875
FDQ57,OUT045,2344.3701171875
FDA47,OUT035,2802.9130859375
DRG15,OUT027,1823.224853515625
FDE05,OUT018,1994.6053466796875
FDN46,OUT046,1634.603271484375
